country,iso_alpha3,whostandard,natstandard,population,pm_1998,pm_1999,pm_2000,pm_2001,pm_2002,pm_2003,pm_2004,pm_2005,pm_2006,pm_2007,pm_2008,pm_2009,pm_2010,pm_2011,pm_2012,pm_2013,pm_2014,pm_2015,pm_2016,pm_2017,pm_2018,llpp_who_1998,llpp_who_1999,llpp_who_2000,llpp_who_2001,llpp_who_2002,llpp_who_2003,llpp_who_2004,llpp_who_2005,llpp_who_2006,llpp_who_2007,llpp_who_2008,llpp_who_2009,llpp_who_2010,llpp_who_2011,llpp_who_2012,llpp_who_2013,llpp_who_2014,llpp_who_2015,llpp_who_2016,llpp_who_2017,llpp_who_2018,llpp_nat_1998,llpp_nat_1999,llpp_nat_2000,llpp_nat_2001,llpp_nat_2002,llpp_nat_2003,llpp_nat_2004,llpp_nat_2005,llpp_nat_2006,llpp_nat_2007,llpp_nat_2008,llpp_nat_2009,llpp_nat_2010,llpp_nat_2011,llpp_nat_2012,llpp_nat_2013,llpp_nat_2014,llpp_nat_2015,llpp_nat_2016,llpp_nat_2017,llpp_nat_2018
Serbia,SRB,5,25,7071520,23.559999,22.6,19.709999,21.690001,21.92,23.4,21.99,23.469999,23.469999,20.5,20.280001,21.469999,18.889999,27.389999,24.76,20.98,20.01,22.280001,21.27,21.889999,21.1,1.8200001,1.72,1.4400001,1.64,1.66,1.8,1.67,1.8099999,1.8099999,1.52,1.5,1.61,1.36,2.1900001,1.9400001,1.5700001,1.47,1.6900001,1.59,1.65,1.58,0.07,0.050000001,0,0.0099999998,0.0099999998,0.029999999,0.0099999998,0.050000001,0.029999999,0.0099999998,0,0.02,0,0.25999999,0.11,0,0,0.059999999,0.029999999,0.029999999,0.02
South Sudan,SSD,5,0,10293578,17.190001,13.86,14.31,14.49,14,14.06,13.67,15.4,14.42,16.450001,14.47,14.98,15.79,17.309999,15.3,15.48,15.61,14.64,15.44,15.18,14.11,1.1900001,0.87,0.91000003,0.93000001,0.88,0.88999999,0.85000002,1.02,0.92000002,1.12,0.93000001,0.98000002,1.0599999,1.21,1.01,1.03,1.04,0.94,1.02,1,0.88999999,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Suriname,SUR,5,0,620729,4.3200002,4.8600001,4.54,6.4499998,5.5300002,6.23,6.1700001,6.29,6.0799999,5.6100001,6.9000001,6.3000002,6.1100001,5.6700001,5.7600002,5.1900001,4.9200001,4.98,5.3499999,5.0100002,4.9499998,0,0.0099999998,0,0.14,0.050000001,0.12,0.11,0.13,0.11,0.059999999,0.19,0.13,0.11,0.07,0.07,0.029999999,0.02,0.02,0.039999999,0.02,0.02,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Slovakia,SVK,5,25,5446854,23.09,23.01,20.41,22.719999,23.290001,23.610001,20.6,22.309999,23.040001,17.1,16.940001,19.32,20.540001,21.74,18.780001,18.559999,16.67,17.35,15.99,17.030001,15.88,1.77,1.76,1.51,1.74,1.79,1.8200001,1.53,1.7,1.77,1.1900001,1.17,1.4,1.52,1.64,1.35,1.33,1.14,1.21,1.08,1.1799999,1.0700001,0.029999999,0.029999999,0,0.02,0.0099999998,0.02,0,0.0099999998,0.029999999,0,0,0,0.0099999998,0.0099999998,0,0,0,0,0,0,0
Slovenia,SVN,5,0,2071887,19.68,18.66,18.299999,19.68,20.26,20.59,18.67,20.58,20.35,16.379999,16.41,16.389999,17.719999,19.870001,16.219999,15.72,13.34,16.32,14.85,15.42,14.57,1.4400001,1.34,1.3,1.4400001,1.5,1.53,1.34,1.53,1.5,1.12,1.12,1.12,1.25,1.46,1.1,1.05,0.81999999,1.11,0.97000003,1.02,0.94,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Sweden,SWE,5,25,10094597,7.5500002,7.8299999,7.3699999,6.8400002,7.23,7.5900002,6.71,6.9699998,7.6199999,6.29,6.52,6.3499999,6.7600002,6.8000002,5.6599998,5.2600002,6.6599998,5.1900001,5.0300002,4.77,5.52,0.25999999,0.28,0.23999999,0.19,0.23,0.25999999,0.18000001,0.2,0.25999999,0.14,0.16,0.14,0.18000001,0.19,0.090000004,0.059999999,0.17,0.059999999,0.039999999,0.039999999,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,SWZ,5,0,1100979,21.790001,17.280001,17.360001,16.68,15.72,14.53,16.49,17.25,15.15,16.700001,15.4,15.59,17.709999,14.69,16.290001,15.19,14.36,15.35,13.12,14,14.62,1.65,1.2,1.21,1.15,1.05,0.93000001,1.13,1.2,0.99000001,1.15,1.02,1.04,1.25,0.94999999,1.11,1,0.92000002,1.01,0.80000001,0.88,0.94,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Sint Maarten,SXM,5,0,43645,2.0899999,2.6900001,2.29,2.49,1.9,2.0899999,1.9,2.6900001,2.3900001,2.0999999,1.89,1.99,3.0899999,1.99,2.49,1.7,1.79,1.99,2.1900001,1.99,1.6900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Seychelles,SYC,5,0,83446,2.8199999,3.02,3.3099999,2.8199999,3.02,3.95,3.46,3.28,4.1599998,4.1300001,3.25,4.71,3.73,4.6100001,4.1300001,3.9400001,3.96,3.4300001,4.8000002,4.8299999,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Syria,SYR,5,0,19260833,17.370001,19.27,20.25,18.9,16.790001,17.42,16.110001,18.16,17.049999,18.01,16.85,20.030001,17.549999,20.940001,23.280001,20.6,19.620001,20.700001,18.52,20.09,19.99,1.21,1.4,1.49,1.36,1.16,1.22,1.09,1.29,1.1799999,1.28,1.16,1.47,1.23,1.5599999,1.79,1.53,1.4299999,1.54,1.33,1.48,1.47,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Turks and Caicos Islands,TCA,5,25,54722,4.0700002,3.98,3.0999999,3.22,2.55,2.46,2.6300001,3.47,3.0699999,2.9200001,1.9400001,2.03,2.73,2.1400001,2.27,1.9299999,1.9299999,2.03,2.0799999,2.24,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,5,0,16381798,11.18,10.66,10.49,9.3400002,9.5799999,10.41,10.93,10.33,10.36,10.62,10.29,10,11.36,11,10.82,9.9200001,10.33,10.32,10.67,10.96,11.4,0.61000001,0.56,0.54000002,0.43000001,0.44999999,0.52999997,0.57999998,0.52999997,0.52999997,0.55000001,0.51999998,0.49000001,0.62,0.58999997,0.56999999,0.49000001,0.52999997,0.51999998,0.56,0.58999997,0.63,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Togo,TGO,5,0,8412179,14.1,14.01,16.370001,16.24,15.27,16.25,16.950001,17.6,16.17,16.799999,17.52,17,16.610001,16.08,14.37,13.63,13.93,14.55,15.36,15.72,15.03,0.88999999,0.88,1.11,1.1,1.01,1.1,1.17,1.23,1.09,1.16,1.23,1.1799999,1.14,1.09,0.92000002,0.85000002,0.87,0.94,1.02,1.05,0.98000002,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Thailand,THA,5,25,68774002,19.700001,17.440001,19.450001,19.73,20.91,21.4,23.879999,23.83,22.75,25.639999,23.879999,23.02,23.57,24.530001,22.940001,24.99,23.549999,21.32,23.209999,21.07,21.35,1.4400001,1.22,1.42,1.4400001,1.5599999,1.61,1.85,1.84,1.74,2.02,1.85,1.77,1.8200001,1.91,1.76,1.96,1.8200001,1.6,1.78,1.5700001,1.6,0.050000001,0.0099999998,0.02,0.029999999,0.07,0.059999999,0.16,0.17,0.1,0.25999999,0.14,0.12,0.16,0.16,0.12,0.18000001,0.14,0.050000001,0.14,0.050000001,0.050000001
Tajikistan,TJK,5,0,8725021,11.98,10.86,11.82,12.74,12.42,13.8,12.42,14.2,13.42,14.78,14.15,15.99,14.89,18.09,17.15,14.68,15.12,15.86,15.97,17.26,14.02,0.68000001,0.56999999,0.67000002,0.75999999,0.73000002,0.86000001,0.73000002,0.89999998,0.82999998,0.95999998,0.89999998,1.08,0.97000003,1.28,1.1900001,0.94999999,0.99000001,1.0599999,1.0700001,1.2,0.88,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Tokelau,TKL,5,0,364,0.69999999,0.89999998,1.1,1.2,1.4,1.4,1,1.5,1.3,1.4,0.89999998,1.2,1,0.80000001,1.1,1.2,1.3,1.2,1.3,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Turkmenistan,TKM,5,0,5445969,10.34,8.7399998,7.9699998,8.0500002,8.46,8.1499996,8.0500002,9.3699999,9.0900002,8.7399998,11.36,8.8900003,9.3400002,11.36,12.25,8.1899996,9.3000002,8.5900002,8.5299997,9.8500004,8.9499998,0.51999998,0.37,0.28999999,0.30000001,0.34,0.31,0.30000001,0.43000001,0.40000001,0.37,0.62,0.38,0.41999999,0.62,0.70999998,0.31,0.41999999,0.34999999,0.34999999,0.47999999,0.38999999,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Timor-Leste,TLS,5,0,1346525,6.8699999,8.3900003,8.4499998,9.5100002,8.7299995,8.0299997,9.6400003,8.6499996,8.8400002,10.48,9.8400002,10.82,9.3299999,13.52,13.09,9.25,10.75,10.11,9.4899998,10.43,10.07,0.18000001,0.33000001,0.34,0.44,0.37,0.30000001,0.44999999,0.36000001,0.38,0.54000002,0.47,0.56999999,0.41999999,0.82999998,0.79000002,0.41999999,0.56,0.5,0.44,0.52999997,0.5,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Tonga,TON,5,0,100843,0.58999997,0.89999998,1.1,0.88,0.94999999,0.79000002,1.17,1.0700001,1,0.85000002,1.88,1,0.88999999,0.95999998,0.93000001,1.0599999,0.92000002,0.88,0.94999999,1.1799999,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Trinidad and Tobago,TTO,5,15,1212387,2.8900001,3.5999999,2.78,3.8599999,3.05,3.5,3.25,3.72,3.55,3.45,3.74,3.29,5.1799998,3.54,3.54,3.4100001,2.9200001,3.0699999,3.8299999,3.75,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,5,0,11617187,11.24,9.1199999,10.98,9.7200003,9.1499996,11.8,7.73,10.65,9.96,8.75,8.3000002,8.8599997,6.6399999,10.46,8.9899998,8.8299999,6.9200001,10.37,7.7199998,9.4300003,8.2299995,0.61000001,0.40000001,0.58999997,0.46000001,0.41,0.67000002,0.27000001,0.55000001,0.49000001,0.37,0.31999999,0.38,0.16,0.52999997,0.38999999,0.38,0.19,0.52999997,0.27000001,0.43000001,0.31999999,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Turkey,TUR,5,0,81769338,19.48,18.940001,20.6,19.67,20.08,19.610001,17.309999,18.51,19.870001,19.66,17.700001,20.15,17.200001,22.610001,24.049999,21.83,22.370001,23.129999,20.73,22.559999,21.15,1.42,1.37,1.53,1.4400001,1.48,1.4299999,1.21,1.3200001,1.46,1.4400001,1.24,1.49,1.2,1.73,1.87,1.65,1.7,1.78,1.54,1.72,1.58,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Tuvalu,TUV,5,0,910,0.75999999,0.80000001,0.89999998,1,1.26,1.4,1.1,1.3,1.16,1.42,0.95999998,1.1900001,1.0599999,0.86000001,1.0599999,1.26,1.49,1.46,1.36,1.1,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Taiwan,TWN,5,15,23562084,16.780001,15.7,20.57,21.08,21.209999,21.620001,23,22.790001,23.58,23.709999,22.280001,22.43,22.75,21.85,20.610001,20.530001,21.51,21.049999,18.370001,18.27,16.719999,1.15,1.05,1.53,1.58,1.59,1.63,1.76,1.74,1.8200001,1.83,1.6900001,1.71,1.74,1.65,1.53,1.52,1.62,1.5700001,1.3099999,1.3,1.15,0.22,0.16,0.56,0.61000001,0.62,0.64999998,0.79000002,0.76999998,0.83999997,0.86000001,0.72000003,0.74000001,0.75999999,0.68000001,0.56,0.55000001,0.64999998,0.60000002,0.38999999,0.37,0.25999999
Tanzania,TZA,5,0,56869792,12.96,10.51,13.32,20.059999,15.4,16.540001,17.02,18.33,16.08,21,18.27,17.43,18.33,18.879999,19.17,18.620001,16.639999,17.540001,16.67,14.38,15.8,0.77999997,0.54000002,0.81999999,1.48,1.02,1.13,1.1799999,1.3099999,1.09,1.5700001,1.3,1.22,1.3099999,1.36,1.39,1.33,1.14,1.23,1.14,0.92000002,1.0599999,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Uganda,UGA,5,0,41790590,21.49,15.91,24.16,30.26,25.969999,23.809999,26.18,26.940001,24.540001,30.02,27.17,25.35,27.9,29.360001,28.459999,29.719999,26.049999,27.110001,26.530001,22.700001,23.68,1.62,1.0700001,1.88,2.48,2.0599999,1.84,2.0799999,2.1500001,1.91,2.45,2.1700001,1.99,2.24,2.3900001,2.3,2.4200001,2.0599999,2.1700001,2.1099999,1.73,1.83,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Ukraine,UKR,5,0,43971185,19.33,18.93,17.68,19.059999,20.200001,17.860001,17.299999,17.959999,18.67,16.08,16.34,17.77,16.219999,17.82,17.280001,17.02,16.309999,15.72,15.47,16.450001,14.74,1.4,1.37,1.24,1.38,1.49,1.26,1.21,1.27,1.34,1.09,1.11,1.25,1.1,1.26,1.2,1.1799999,1.11,1.05,1.03,1.12,0.94999999,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
United States Minor Outlying Islands,UMI,5,0,40,1.6,1.3,1.6,1.5,1.8,1.7,1.8,2,1.5,1.3,1.9,1.6,1.6,1.4,1.3,2,2.0999999,1.9,1.5,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Uruguay,URY,5,0,3365274,6.9699998,7.2800002,7.8000002,7.9699998,8.3599997,8.1300001,7.3800001,7.3400002,8.1999998,8.2200003,8.1099997,7.4699998,6.8600001,7.23,8.2299995,7.9400001,8.5200005,7.2399998,7.3800001,7.6700001,7.2199998,0.19,0.22,0.27000001,0.28999999,0.33000001,0.31,0.23,0.23,0.31,0.31999999,0.30000001,0.23999999,0.18000001,0.22,0.31999999,0.28999999,0.34,0.22,0.23,0.25999999,0.22,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
United States,USA,5,12,328352413,12.2,11.84,11.84,11.54,11.3,11,10.59,11.49,10.21,10.5,9.5100002,8.6300001,8.5600004,8.6599998,7.9200001,7.73,7.6799998,7.3200002,6.6700001,6.96,7.0500002,0.70999998,0.67000002,0.67000002,0.63999999,0.62,0.58999997,0.55000001,0.63999999,0.50999999,0.54000002,0.44999999,0.36000001,0.36000001,0.36000001,0.28999999,0.27000001,0.27000001,0.23,0.18000001,0.2,0.20999999,0.15000001,0.13,0.14,0.12,0.1,0.079999998,0.059999999,0.11,0.039999999,0.050000001,0.02,0.0099999998,0,0,0,0,0,0,0,0,0
Vatican City,VAT,5,0,1000,16.200001,15.4,16.200001,14.7,15.9,17.4,13.9,15.8,17.9,15.9,13.3,12.9,12.5,16,14.2,13.4,9.6000004,13.6,10.8,12.1,9.8000002,1.1,1.02,1.1,0.94999999,1.0700001,1.22,0.87,1.0599999,1.26,1.0700001,0.81,0.76999998,0.74000001,1.08,0.89999998,0.81999999,0.44999999,0.83999997,0.56999999,0.69999999,0.47,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Saint Vincent and the Grenadines,VCT,5,0,100686,1.98,2.54,2.1600001,2.5,2.0899999,2.25,2.1400001,2.4400001,2.1500001,2.1400001,2.1800001,2.3599999,3.1700001,2.1700001,2.3299999,1.9400001,1.83,2.0899999,2.3399999,2.4400001,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Venezuela,VEN,5,0,28692485,7.6399999,7.9000001,9.3000002,12.67,11.04,14.28,12.12,13.48,12.43,11.85,12.46,11.04,15.85,13.73,12.81,11.96,11.19,11.64,13.91,13.32,11.56,0.28,0.30000001,0.44,0.75999999,0.60000002,0.91000003,0.70999998,0.82999998,0.73000002,0.68000001,0.74000001,0.60000002,1.0599999,0.86000001,0.76999998,0.69,0.62,0.66000003,0.88,0.81999999,0.64999998,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
British Virgin Islands,VGB,5,0,36591,1.8,2.27,1.79,1.78,1.45,1.53,1.3200001,2.05,1.92,1.71,1.4,1.5,2.4200001,1.3099999,1.72,1.3200001,1.38,1.54,1.58,1.77,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
"Virgin Islands, U.S.",VIR,5,12,106631,1.61,2.0999999,1.6900001,1.72,1.37,1.48,1.28,1.96,1.9,1.67,1.3200001,1.48,2.21,1.37,1.61,1.37,1.45,1.48,1.55,1.86,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,5,25,97846304,19.02,17.91,20.629999,23.27,22.280001,24.23,27.57,27.76,28.809999,30.190001,30.639999,28.790001,29.059999,30.58,28.969999,29.889999,28.549999,25.790001,26.25,26.139999,23.75,1.37,1.27,1.53,1.79,1.6900001,1.88,2.21,2.23,2.3299999,2.47,2.51,2.3299999,2.3599999,2.51,2.3499999,2.4400001,2.3099999,2.04,2.0799999,2.0699999,1.84,0.079999998,0.039999999,0.07,0.28,0.23,0.31999999,0.55000001,0.56,0.62,0.75,0.76999998,0.63999999,0.69,0.76999998,0.72000003,0.72000003,0.67000002,0.43000001,0.47999999,0.41999999,0.23999999
Vanuatu,VUT,5,0,272307,2.25,2.71,3.6199999,3.8,3,3.2,3,3.1700001,2.75,3.52,3.97,3.5,3.98,4.3200002,4.04,4.5999999,4.3400002,3.95,4.1900001,4.73,4.5100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0099999998,0,0,0.029999999,0.0099999998,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Wallis and Futuna,WLF,5,0,15809,0.62,0.76999998,0.94999999,0.81999999,0.92000002,0.92000002,0.83999997,1.13,0.92000002,1,0.92000002,1.04,0.94,0.83999997,1.04,0.97000003,1.04,1.22,1.02,1.04,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Samoa,WSM,5,0,182320,0.56999999,0.67000002,0.89999998,0.81999999,0.89999998,0.92000002,0.75,1.2,0.94,1.04,0.80000001,0.94999999,0.81,0.75,0.91000003,0.94,1,1.26,1.0599999,1.0700001,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Akrotiri and Dhekelia,XAD,5,0,24463,11.93,11.88,13.79,12.79,11.07,11.58,10.68,11.76,11.64,12.21,11.81,12.28,10.46,15.84,17.07,11.85,11.01,11.98,10.52,11.09,9.8400002,0.68000001,0.67000002,0.86000001,0.75999999,0.58999997,0.63999999,0.56,0.66000003,0.64999998,0.70999998,0.67000002,0.70999998,0.52999997,1.0599999,1.1799999,0.67000002,0.58999997,0.68000001,0.54000002,0.60000002,0.47,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Caspian Sea,XCA,5,0,334819,13.47,12.97,12.25,10.34,11.3,10.77,10.04,10.88,11.2,11.4,10.73,11.18,11.34,11.36,11.44,10.31,10.09,9.79,10.16,10.8,8.71,0.82999998,0.77999997,0.70999998,0.51999998,0.62,0.56999999,0.49000001,0.57999998,0.61000001,0.63,0.56,0.61000001,0.62,0.62,0.63,0.51999998,0.5,0.47,0.50999999,0.56999999,0.36000001,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Kosovo,XKO,5,0,1916975,26.43,24.809999,24.68,24.969999,26.629999,28.040001,25.16,26.66,29.540001,27.5,25.370001,24.030001,21.57,34.759998,29.74,25.49,23.48,27.280001,24.59,24.200001,24.190001,2.0999999,1.9400001,1.9299999,1.96,2.1199999,2.26,1.98,2.1199999,2.4100001,2.2,2,1.87,1.62,2.9200001,2.4200001,2.01,1.8099999,2.1800001,1.92,1.88,1.88,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Northern Cyprus,XNC,5,0,391967,12.42,12.27,13.95,13.08,11.52,11.72,10.97,11.98,12.23,13.05,12.69,13.09,10.97,16.4,17.719999,12.1,11.64,12.09,11.02,11.55,10.26,0.73000002,0.70999998,0.88,0.79000002,0.63999999,0.66000003,0.58999997,0.68000001,0.70999998,0.79000002,0.75,0.79000002,0.57999998,1.12,1.25,0.69999999,0.64999998,0.69,0.58999997,0.63999999,0.51999998,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
South Africa,ZAF,5,20,55920563,23.01,22.049999,22.08,22.559999,22.030001,21.950001,22.870001,23.639999,23.07,22.74,23.24,22.629999,25.700001,22.440001,22.379999,21.26,20.48,21.68,20.209999,21.15,21.219999,1.79,1.6900001,1.7,1.74,1.6900001,1.6799999,1.77,1.85,1.79,1.76,1.8099999,1.75,2.05,1.73,1.73,1.62,1.54,1.66,1.51,1.61,1.61,0.76999998,0.69,0.69999999,0.69999999,0.68000001,0.69,0.75999999,0.77999997,0.76999998,0.74000001,0.80000001,0.73000002,0.94999999,0.75999999,0.72000003,0.63,0.56,0.64999998,0.58999997,0.63,0.63
Zambia,ZMB,5,0,16986072,15.89,13.67,16.639999,24.370001,21.639999,21.48,19.41,21.889999,19.84,23.059999,22.07,21.209999,23.120001,20.200001,21.530001,20.18,19.65,21.620001,20.23,18.92,19.35,1.0700001,0.85000002,1.14,1.9,1.63,1.62,1.41,1.66,1.45,1.77,1.67,1.59,1.78,1.49,1.62,1.49,1.4400001,1.63,1.49,1.36,1.41,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Zimbabwe,ZWE,5,0,14261281,16.35,13.1,13.22,20.360001,15.98,17.690001,15.33,17.75,15.93,18.49,17.4,15.74,18.82,14.78,16.51,15.15,14.38,16.639999,14.9,14.34,15.9,1.11,0.79000002,0.81,1.51,1.08,1.24,1.01,1.25,1.0700001,1.3200001,1.22,1.05,1.35,0.95999998,1.13,0.99000001,0.92000002,1.14,0.97000003,0.92000002,1.0700001,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
