country,year,life_exp,population,pm
FSM,2007,71.06,109532.0,0.76999998
FSM,2008,71.137,108704.0,0.66000003
FSM,2009,71.112,107868.0,1.0700001
FSM,2010,71.233,107588.0,0.70999998
FSM,2011,71.318,107887.0,0.93000001
FSM,2012,71.398,108232.0,0.88
FSM,2013,71.499,108609.0,0.91000003
FSM,2014,71.529,109024.0,1.29
FSM,2015,71.408,109462.0,1.42
FSM,2016,71.595,109925.0,0.81
FSM,2017,71.467,110430.0,0.69999999
FSM,2018,71.318,110929.0,0.88
GAB,1998,60.79,1209832.0,18.700001
GAB,1999,60.849,1240764.0,15.22
GAB,2000,61.069,1272935.0,20.82
GAB,2001,61.27,1306590.0,22.450001
GAB,2002,61.292,1341696.0,19.860001
GAB,2003,61.671,1378398.0,20.1
GAB,2004,61.838,1417110.0,21.940001
GAB,2005,61.959,1458353.0,17.639999
GAB,2006,62.375,1502534.0,17.33
GAB,2007,62.618,1549774.0,21.82
GAB,2008,63.083,1599978.0,24.27
GAB,2009,63.303,1653542.0,21.360001
GAB,2010,63.898,1711105.0,22.84
GAB,2011,64.045,1772500.0,22.83
GAB,2012,64.587,1836705.0,21.82
GAB,2013,64.776,1902226.0,24.32
GAB,2014,64.974,1966855.0,21.48
GAB,2015,65.46,2028517.0,23.389999
GAB,2016,65.802,2086206.0,23.75
GAB,2017,66.189,2140215.0,20.860001
GAB,2018,66.306,2192012.0,22.4
GBR,1998,77.190243902439,58487141.0,11.33
GBR,1999,77.390243902439,58682466.0,9.9799995
GBR,2000,77.7414634146342,58892514.0,9.8299999
GBR,2001,77.9926829268293,59119673.0,10.57
GBR,2002,78.1439024390244,59370479.0,10.33
GBR,2003,78.4463414634146,59647577.0,12.01
GBR,2004,78.7463414634146,59987905.0,9.3100004
GBR,2005,79.0487804878049,60401206.0,9.5799999
GBR,2006,79.2487804878049,60846820.0,9.6300001
GBR,2007,79.4487804878049,61322463.0,9.5600004
GBR,2008,79.6,61806995.0,9.1199999
GBR,2009,80.0512195121951,62276270.0,9.2799997
GBR,2010,80.4024390243902,62766365.0,10.59
GBR,2011,80.9512195121951,63258810.0,10.52
GBR,2012,80.9048780487805,63700215.0,9.1099997
GBR,2013,81.0048780487805,64128273.0,10.23
GBR,2014,81.3048780487805,64602298.0,9.6899996
GBR,2015,80.9560975609756,65116219.0,8.04
GBR,2016,81.1560975609756,65611593.0,8.6000004
GBR,2017,81.2560975609756,66058859.0,8.25
GBR,2018,81.2560975609756,66460344.0,8.5699997
GEO,1998,69.102,4243607.0,15.43
GEO,1999,69.319,4157192.0,14.5
GEO,2000,69.575,4077131.0,14.67
GEO,2001,69.606,4014373.0,14.39
GEO,2002,70.024,3978515.0,14.43
GEO,2003,70.333,3951736.0,14.28
GEO,2004,70.567,3927340.0,13.42
GEO,2005,71.13,3902469.0,14.18
GEO,2006,71.394,3880347.0,13.85
GEO,2007,71.568,3860158.0,14.77
GEO,2008,71.332,3848449.0,13.98
GEO,2009,71.95,3814419.0,14.7
GEO,2010,72.128,3786695.0,13.07
GEO,2011,72.39,3756441.0,15.52
GEO,2012,72.412,3728874.0,15.36
GEO,2013,72.628,3717668.0,14.75
GEO,2014,73.099,3719414.0,15.3
GEO,2015,73.297,3725276.0,15.09
GEO,2016,73.569,3727505.0,13.31
GEO,2017,73.57,3728004.0,15.7
GEO,2018,73.341,3726549.0,13.18
GHA,1998,57.6,18714708.0,12.1
GHA,1999,58.03,19176791.0,11.54
GHA,2000,58.195,19665502.0,14.93
GHA,2001,58.107,20195577.0,15.01
GHA,2002,58.608,20758326.0,14.12
GHA,2003,59.111,21329514.0,14.97
GHA,2004,59.191,21906444.0,15.16
GHA,2005,59.76,22496951.0,15.48
GHA,2006,59.988,23098586.0,14.49
GHA,2007,60.224,23708320.0,14.8
GHA,2008,60.49,24326087.0,15.66
GHA,2009,60.946,24950762.0,14.98
GHA,2010,61.157,25574719.0,14.88
GHA,2011,61.652,26205941.0,14.71
GHA,2012,62.081,26858762.0,12.59
GHA,2013,62.42,27525597.0,11.93
GHA,2014,63.045,28196358.0,12.15
GHA,2015,63.175,28870939.0,12.81
GHA,2016,63.89,29554303.0,13.45
GHA,2017,64.013,30222262.0,13.26
GHA,2018,64.122,30870641.0,13.07
GIB,1998,80.663,27636.0,9.1999998
GIB,1999,81.533,27695.0,9.3999996
GIB,2000,81.37,27741.0,8.5
GIB,2001,81.087,27721.0,9.3999996
GIB,2002,80.26,27892.0,10.1
GIB,2003,79.694,28301.0,9.1000004
GIB,2004,80.948,28716.0,9.0
GIB,2005,81.442,29155.0,9.3000002
GIB,2006,80.393,29587.0,10.0
GIB,2007,78.514,29996.0,11.1
GIB,2008,80.13,30398.0,9.1000004
GIB,2009,81.243,30819.0,8.1999998
GIB,2010,80.958,31262.0,7.4000001
GIB,2011,81.871,31701.0,9.0
GIB,2012,83.366,32160.0,9.0
GIB,2013,80.55,32411.0,9.6000004
GIB,2014,81.882,32452.0,8.1000004
GIB,2015,80.427,32520.0,9.8000002
GIB,2016,81.702,32565.0,7.9000001
GIB,2017,81.83,32602.0,8.0
GIB,2018,82.154,32648.0,8.8999996
GIN,1998,52.049,7992545.0,15.12
GIN,1999,52.356,8174897.0,13.33
GIN,2000,52.479,8336967.0,12.34
GIN,2001,52.662,8445717.0,10.97
GIN,2002,53.278,8577790.0,9.75
GIN,2003,53.678,8772254.0,11.32
GIN,2004,54.117,8961039.0,11.95
GIN,2005,54.632,9140114.0,11.49
GIN,2006,55.108,9330625.0,10.95
GIN,2007,55.553,9547082.0,10.49
GIN,2008,56.044,9779785.0,11.16
GIN,2009,56.348,10021323.0,13.24
GIN,2010,56.72,10270728.0,12.97
GIN,2011,57.019,10527712.0,11.53
GIN,2012,57.406,10788692.0,10.61
GIN,2013,57.791,11055430.0,11.52
GIN,2014,57.886,11333365.0,11.61
GIN,2015,58.134,11625998.0,10.49
GIN,2016,58.763,11930985.0,10.8
GIN,2017,59.109,12240789.0,10.72
GIN,2018,59.349,12554864.0,10.41
GMB,1998,56.554,1356189.0,6.6799998
GMB,1999,56.816,1396499.0,7.0500002
GMB,2000,56.942,1437539.0,6.5700002
GMB,2001,57.043,1479449.0,5.4499998
GMB,2002,57.08,1522223.0,4.96
GMB,2003,57.586,1566257.0,5.75
GMB,2004,58.088,1612225.0,5.4099998
GMB,2005,58.394,1660368.0,5.8600001
GMB,2006,59.06,1711294.0,6.3200002
GMB,2007,59.394,1764883.0,5.8899999
GMB,2008,60.082,1820542.0,6.1100001
GMB,2009,60.427,1878119.0,6.77
GMB,2010,60.717,1937275.0,6.9899998
GMB,2011,61.526,1998212.0,6.1100001
GMB,2012,62.096,2061014.0,6.3600001
GMB,2013,62.114,2124869.0,6.1700001
GMB,2014,62.269,2189019.0,6.1900001
GMB,2015,62.494,2253133.0,6.6799998
GMB,2016,63.013,2317206.0,5.9000001
GMB,2017,62.995,2381182.0,6.1799998
GMB,2018,63.04,2444916.0,5.5100002
GNB,1998,47.716,1184071.0,8.5100002
GNB,1999,48.006,1206474.0,8.8199997
GNB,2000,50.121,1230849.0,8.4899998
GNB,2001,50.445,1257380.0,7.3499999
GNB,2002,50.986,1285678.0,6.4200001
GNB,2003,51.405,1315653.0,7.6799998
GNB,2004,52.15,1347009.0,7.73
GNB,2005,52.249,1379713.0,7.96
GNB,2006,53.371,1414091.0,8.29
GNB,2007,54.155,1450572.0,7.6399999
GNB,2008,54.646,1488431.0,7.7600002
GNB,2009,55.541,1527196.0,9.3199997
GNB,2010,56.23,1567220.0,9.0600004
GNB,2011,56.967,1609017.0,8.0200005
GNB,2012,57.69,1652717.0,7.8099999
GNB,2013,58.232,1697753.0,7.9699998
GNB,2014,58.61,1743309.0,8.3900003
GNB,2015,59.128,1788919.0,8.0600004
GNB,2016,59.674,1834552.0,7.4099998
GNB,2017,60.066,1879826.0,7.5300002
GNB,2018,60.502,1924955.0,7.1500001
GNQ,1998,52.382,629734.0,22.85
GNQ,1999,52.752,655029.0,19.139999
GNQ,2000,53.226,684977.0,25.08
GNQ,2001,53.636,719270.0,25.450001
GNQ,2002,54.085,754115.0,24.219999
GNQ,2003,54.581,789681.0,24.16
GNQ,2004,55.036,826355.0,25.719999
GNQ,2005,55.464,864726.0,22.370001
GNQ,2006,56.046,905418.0,21.01
GNQ,2007,56.54,948814.0,25.24
GNQ,2008,57.074,994971.0,27.66
GNQ,2009,57.431,1043686.0,25.57
GNQ,2010,57.878,1094524.0,27.549999
GNQ,2011,58.412,1144588.0,26.23
GNQ,2012,58.865,1193636.0,24.49
GNQ,2013,59.224,1243941.0,27.139999
GNQ,2014,59.595,1295183.0,24.0
GNQ,2015,60.103,1346973.0,26.030001
GNQ,2016,60.479,1398927.0,27.6
GNQ,2017,60.821,1450694.0,25.68
GNQ,2018,61.191,1502091.0,26.09
GRC,1998,77.8390243902439,10720509.0,14.69
GRC,1999,77.9878048780488,10761698.0,13.46
GRC,2000,77.8878048780488,10805808.0,14.93
GRC,2001,78.3878048780488,10862132.0,14.33
GRC,2002,78.6414634146341,10902022.0,15.11
GRC,2003,78.8414634146341,10928070.0,16.280001
GRC,2004,79.0390243902439,10955141.0,13.28
GRC,2005,79.2390243902439,10987314.0,14.91
GRC,2006,79.4390243902439,11020362.0,15.78
GRC,2007,79.4390243902439,11048473.0,16.17
GRC,2008,79.9390243902439,11077841.0,14.22
GRC,2009,80.1878048780488,11107017.0,12.95
GRC,2010,80.3878048780488,11121341.0,9.9499998
GRC,2011,80.7317073170732,11104899.0,15.85
GRC,2012,80.6341463414634,11045011.0,14.27
GRC,2013,81.2853658536585,10965211.0,10.75
GRC,2014,81.3853658536585,10892413.0,11.2
GRC,2015,81.0365853658537,10820883.0,12.01
GRC,2016,81.3878048780488,10775971.0,11.29
GRC,2017,81.2878048780488,10754679.0,11.62
GRC,2018,81.7878048780488,10732882.0,10.89
GRD,1998,72.805,106200.0,1.9
GRD,1999,72.903,106823.0,2.51
GRD,2000,72.783,107432.0,2.0699999
GRD,2001,73.118,107936.0,2.5
GRD,2002,73.167,108231.0,1.99
GRD,2003,73.188,108740.0,2.1800001
GRD,2004,71.788,109516.0,2.05
GRD,2005,73.521,110254.0,2.22
GRD,2006,73.7,110988.0,2.1199999
GRD,2007,74.317,111725.0,2.0599999
GRD,2008,74.656,112478.0,2.22
GRD,2009,75.036,113249.0,2.25
GRD,2010,74.999,114039.0,3.21
GRD,2011,75.295,114918.0,2.22
GRD,2012,75.042,115912.0,2.28
GRD,2013,75.116,116945.0,1.88
GRD,2014,74.985,117972.0,1.76
GRD,2015,75.013,118980.0,2.03
GRD,2016,74.762,119966.0,2.2
GRD,2017,74.765,120921.0,2.4200001
GRD,2018,74.808,121838.0,1.9
GRL,1998,66.1570731707317,56100.0,1.3
GRL,1999,66.3590243902439,56100.0,1.3200001
GRL,2000,66.2224390243903,56200.0,1.15
GRL,2001,66.7092682926829,56350.0,0.94
GRL,2002,67.1963414634146,56609.0,1.03
GRL,2003,68.1148780487805,56765.0,1.15
GRL,2004,68.5926829268293,56911.0,1.26
GRL,2005,68.4273170731707,56935.0,1.02
GRL,2006,68.6665853658537,56774.0,1.02
GRL,2007,69.3726829268293,56555.0,1.02
GRL,2008,70.0151219512195,56328.0,1.33
GRL,2009,70.5319512195122,56323.0,1.05
GRL,2010,70.2919512195122,56905.0,1.0599999
GRL,2011,69.8541463414634,56890.0,1.09
GRL,2012,70.55,56810.0,1.1900001
GRL,2013,71.5734146341464,56483.0,1.0700001
GRL,2014,71.9856097560976,56295.0,1.26
GRL,2015,71.9773170731707,56114.0,0.94999999
GRL,2016,71.8251219512195,56186.0,0.85000002
GRL,2017,71.579756097561,56171.0,1.0700001
GRL,2018,71.8865853658537,56023.0,0.82999998
GTM,1998,66.114,11046215.0,26.879999
GTM,1999,66.869,11311078.0,20.469999
GTM,2000,67.446,11589761.0,27.870001
GTM,2001,67.946,11871565.0,25.26
GTM,2002,68.386,12147518.0,24.67
GTM,2003,68.797,12415334.0,29.91
GTM,2004,69.165,12682108.0,23.040001
GTM,2005,69.168,12948292.0,29.82
GTM,2006,69.812,13213330.0,25.950001
GTM,2007,70.1,13477017.0,27.17
GTM,2008,70.356,13739299.0,25.950001
GTM,2009,70.641,14000190.0,27.129999
GTM,2010,70.878,14259687.0,26.98
GTM,2011,71.177,14521515.0,28.01
GTM,2012,71.463,14781942.0,27.23
GTM,2013,71.728,15043981.0,28.57
GTM,2014,71.964,15306316.0,26.57
GTM,2015,72.103,15567419.0,25.790001
GTM,2016,72.355,15827690.0,27.02
GTM,2017,72.551,16087418.0,26.91
GTM,2018,72.726,16346950.0,24.610001
GUM,1998,73.632,156357.0,0.5
GUM,1999,74.066,158395.0,0.54000002
GUM,2000,74.417,160188.0,0.60000002
GUM,2001,75.41,161524.0,0.73000002
GUM,2002,75.793,162563.0,0.83999997
GUM,2003,76.504,163385.0,0.99000001
GUM,2004,76.923,164004.0,1.03
GUM,2005,77.182,164430.0,0.99000001
GUM,2006,77.136,164675.0,1.08
GUM,2007,77.098,164763.0,0.92000002
GUM,2008,77.185,164725.0,0.82999998
GUM,2009,77.094,164580.0,0.92000002
GUM,2010,76.879,164905.0,0.77999997
GUM,2011,76.872,165649.0,0.88999999
GUM,2012,76.707,166392.0,1.15
GUM,2013,76.72,167054.0,1.02
GUM,2014,76.749,167543.0,1.3099999
GUM,2015,76.616,167978.0,1.5700001
GUM,2016,76.877,168346.0,0.76999998
GUM,2017,77.155,168606.0,0.92000002
GUM,2018,77.439,168678.0,0.72000003
GUY,1998,63.9,756697.0,4.98
GUY,1999,64.17,758014.0,5.77
GUY,2000,64.483,759051.0,4.8099999
GUY,2001,64.788,759809.0,7.3600001
GUY,2002,64.728,760323.0,6.3200002
GUY,2003,64.6,760562.0,7.3899999
GUY,2004,64.93,760424.0,6.5900002
GUY,2005,65.132,759709.0,7.21
GUY,2006,65.667,758367.0,6.4899998
GUY,2007,66.254,756521.0,6.2399998
GUY,2008,66.288,754150.0,7.4499998
GUY,2009,66.563,751258.0,6.6799998
GUY,2010,66.743,747932.0,7.6900001
GUY,2011,66.982,744230.0,6.3800001
GUY,2012,67.23,743966.0,6.4499998
GUY,2013,67.473,747420.0,5.8499999
GUY,2014,67.882,751115.0,5.46
GUY,2015,68.201,755031.0,5.6999998
GUY,2016,68.384,759087.0,6.1799998
GUY,2017,68.667,763252.0,5.4099998
GUY,2018,68.896,785514.0,5.1599998
HND,1998,62.721,6308537.0,21.75
HND,1999,68.422,6477365.0,16.389999
HND,2000,68.662,6656725.0,21.620001
HND,2001,69.006,6837861.0,20.559999
HND,2002,69.366,7019908.0,20.139999
HND,2003,69.507,7201881.0,25.02
HND,2004,69.796,7383407.0,19.969999
HND,2005,70.104,7564613.0,26.24
HND,2006,70.261,7745200.0,22.27
HND,2007,70.376,7924462.0,22.290001
HND,2008,70.441,8101777.0,24.030001
HND,2009,70.911,8277302.0,22.110001
HND,2010,71.088,8450933.0,23.15
HND,2011,71.439,8622504.0,26.66
HND,2012,71.734,8792367.0,21.43
HND,2013,71.963,8960657.0,24.940001
HND,2014,72.259,9127846.0,22.35
HND,2015,72.487,9294505.0,20.68
HND,2016,72.588,9460798.0,20.92
HND,2017,72.692,9626842.0,21.889999
HND,2018,72.814,9792850.0,20.07
HRV,1998,72.3170731707317,4532135.0,20.4
HRV,1999,72.6419512195122,4512597.0,18.879999
HRV,2000,72.8078048780488,4468302.0,18.030001
HRV,2001,74.5129268292683,4299642.0,20.18
HRV,2002,74.7173170731707,4302174.0,20.51
HRV,2003,74.6139024390244,4303399.0,21.290001
HRV,2004,75.520243902439,4304600.0,19.32
HRV,2005,75.2446341463415,4310145.0,21.450001
HRV,2006,75.8368292682927,4311159.0,21.360001
HRV,2007,75.7056097560976,4310217.0,17.26
HRV,2008,75.9121951219512,4309705.0,16.85
HRV,2009,76.1682926829268,4305181.0,17.51
HRV,2010,76.4756097560976,4295427.0,17.85
HRV,2011,76.7756097560976,4280622.0,21.57
HRV,2012,76.9243902439024,4267558.0,17.889999
HRV,2013,77.1268292682927,4255689.0,17.209999
HRV,2014,77.4780487804878,4238389.0,14.9
HRV,2015,77.2756097560976,4203604.0,17.959999
HRV,2016,78.0219512195122,4174349.0,17.110001
HRV,2017,77.8268292682927,4124531.0,16.82
HRV,2018,78.0707317073171,4087843.0,16.209999
HTI,1998,57.135,8060896.0,7.27
HTI,1999,57.961,8208941.0,7.0599999
HTI,2000,58.365,8360225.0,6.8000002
HTI,2001,58.489,8511728.0,7.8000002
HTI,2002,58.855,8661546.0,7.79
HTI,2003,59.507,8812245.0,8.4300003
HTI,2004,58.475,8961489.0,7.21
HTI,2005,60.415,9111900.0,8.8500004
HTI,2006,60.763,9266288.0,8.29
HTI,2007,61.103,9420826.0,7.96
HTI,2008,61.332,9575247.0,7.71
HTI,2009,61.741,9730638.0,8.0799999
HTI,2010,46.019,9842880.0,9.1899996
HTI,2011,61.623,9954312.0,8.3999996
HTI,2012,62.291,10108539.0,7.8099999
HTI,2013,62.605,10261206.0,8.3299999
HTI,2014,62.987,10412740.0,8.4300003
HTI,2015,63.237,10563757.0,8.4899998
HTI,2016,63.392,10713849.0,7.9899998
HTI,2017,63.854,10863543.0,8.3999996
HTI,2018,64.019,11012421.0,8.1599998
HUN,1998,70.5578048780488,10266570.0,23.74
HUN,1999,70.6770731707317,10237530.0,23.43
HUN,2000,71.2463414634146,10210971.0,20.870001
HUN,2001,72.2487804878049,10187576.0,23.17
HUN,2002,72.3487804878049,10158608.0,23.629999
HUN,2003,72.3,10129552.0,24.74
HUN,2004,72.6487804878049,10107146.0,20.690001
HUN,2005,72.6487804878049,10087065.0,21.700001
HUN,2006,73.0975609756098,10071370.0,22.08
HUN,2007,73.1512195121951,10055780.0,15.97
HUN,2008,73.7024390243903,10038188.0,16.15
HUN,2009,73.9048780487805,10022650.0,18.450001
HUN,2010,74.2073170731707,10000023.0,18.76
HUN,2011,74.8585365853659,9971727.0,21.83
HUN,2012,75.0634146341463,9920362.0,18.15
HUN,2013,75.5658536585366,9893082.0,17.559999
HUN,2014,75.7634146341463,9866468.0,15.73
HUN,2015,75.5682926829269,9843028.0,17.43
HUN,2016,76.0634146341464,9814023.0,15.3
HUN,2017,75.8170731707317,9787966.0,17.299999
HUN,2018,76.0658536585366,9775564.0,15.65
IDN,1998,65.962,207855486.0,12.97
IDN,1999,66.221,210996910.0,13.38
IDN,2000,66.433,214072421.0,14.38
IDN,2001,66.758,217112437.0,15.44
IDN,2002,67.134,220115092.0,18.85
IDN,2003,67.413,223080121.0,16.309999
IDN,2004,65.75,225938595.0,18.700001
IDN,2005,67.649,228805144.0,18.23
IDN,2006,67.914,231797427.0,22.309999
IDN,2007,68.189,234858289.0,18.5
IDN,2008,68.226,237936543.0,17.33
IDN,2009,68.494,240981299.0,19.83
IDN,2010,68.679,244016173.0,17.93
IDN,2011,68.823,247099697.0,19.389999
IDN,2012,68.973,250222695.0,19.549999
IDN,2013,69.264,253275918.0,18.91
IDN,2014,69.533,256229761.0,22.889999
IDN,2015,69.699,259091970.0,24.469999
IDN,2016,69.798,261850182.0,18.92
IDN,2017,69.936,264498852.0,16.32
IDN,2018,70.338,267066843.0,18.34
IMN,1998,74.603,73727.0,6.5700002
IMN,1999,73.666,74668.0,5.9000001
IMN,2000,74.725,75562.0,5.3800001
IMN,2001,75.51,76398.0,6.4000001
IMN,2002,75.42,77183.0,6.25
IMN,2003,76.096,77939.0,7.8000002
IMN,2004,76.966,78677.0,4.7199998
IMN,2005,77.623,79415.0,5.3000002
IMN,2006,78.191,80228.0,5.6599998
IMN,2007,78.331,81100.0,5.8499999
IMN,2008,78.449,81997.0,5.3800001
IMN,2009,78.681,82915.0,5.4499998
IMN,2010,78.983,83828.0,6.2399998
IMN,2011,79.19,84350.0,5.9099998
IMN,2012,79.337,84338.0,5.1900001
IMN,2013,79.473,84144.0,6.5
IMN,2014,80.037,83896.0,5.3899999
IMN,2015,78.905,83593.0,5.0700002
IMN,2016,80.314,83450.0,4.8000002
IMN,2017,80.457,83580.0,4.5799999
IMN,2018,80.596,83775.0,5.3600001
IND,1998,61.792,1021434576.0,34.560001
IND,1999,62.207,1040500054.0,34.759998
IND,2000,62.669,1059633675.0,37.66
IND,2001,63.091,1078970907.0,41.560001
IND,2002,63.616,1098313039.0,41.66
IND,2003,64.094,1117415123.0,45.080002
IND,2004,64.524,1136264583.0,44.5
IND,2005,64.996,1154638713.0,45.540001
IND,2006,65.412,1172373788.0,47.240002
IND,2007,65.788,1189691809.0,49.040001
IND,2008,66.149,1206734806.0,52.400002
IND,2009,66.513,1223640160.0,52.0
IND,2010,66.909,1240613620.0,52.330002
IND,2011,67.359,1257621191.0,55.959999
IND,2012,67.887,1274487215.0,50.970001
IND,2013,68.46,1291132063.0,53.220001
IND,2014,69.074,1307246509.0,51.700001
IND,2015,69.636,1322866505.0,51.619999
IND,2016,70.117,1338636340.0,55.099998
IND,2017,70.467,1354195680.0,52.889999
IND,2018,70.71,1369003306.0,53.450001
IRL,1998,76.1804878048781,3712696.0,6.1100001
IRL,1999,76.0829268292683,3754786.0,5.6999998
IRL,2000,76.5365853658537,3805174.0,5.4400001
IRL,2001,77.1341463414634,3866243.0,6.73
IRL,2002,77.6341463414634,3931947.0,5.9899998
IRL,2003,78.1390243902439,3996521.0,7.4099998
IRL,2004,78.5390243902439,4070262.0,5.0500002
IRL,2005,78.9439024390244,4159914.0,5.6900001
IRL,2006,79.2414634146342,4273591.0,5.4299998
IRL,2007,79.6414634146341,4398942.0,5.9499998
IRL,2008,80.0951219512195,4489544.0,5.54
IRL,2009,80.190243902439,4535375.0,5.3800001
IRL,2010,80.7439024390244,4560155.0,6.6300001
IRL,2011,80.7463414634146,4580084.0,5.54
IRL,2012,80.8463414634146,4599533.0,5.4699998
IRL,2013,80.9487804878049,4623816.0,6.4099998
IRL,2014,81.3487804878049,4657740.0,5.04
IRL,2015,81.4536585365854,4701957.0,4.5900002
IRL,2016,81.6536585365854,4755335.0,4.9400001
IRL,2017,82.1560975609756,4807388.0,4.1799998
IRL,2018,82.2048780487805,4867316.0,4.79
IRN,1998,68.73,63461421.0,13.53
IRN,1999,69.297,64474745.0,12.6
IRN,2000,69.691,65544383.0,15.46
IRN,2001,69.955,66674851.0,13.49
IRN,2002,70.445,67327117.0,14.6
IRN,2003,69.823,67954699.0,13.23
IRN,2004,71.37,69061674.0,12.94
IRN,2005,71.838,70182594.0,14.17
IRN,2006,72.276,71275760.0,15.18
IRN,2007,72.772,72319418.0,15.11
IRN,2008,72.624,73318394.0,16.17
IRN,2009,72.698,74322685.0,16.75
IRN,2010,73.069,75373855.0,16.23
IRN,2011,73.679,76342971.0,18.049999
IRN,2012,74.186,77324451.0,17.889999
IRN,2013,74.449,78458928.0,15.33
IRN,2014,74.782,79961672.0,17.01
IRN,2015,75.124,81790841.0,16.16
IRN,2016,75.6,83306231.0,15.43
IRN,2017,75.971,84505076.0,17.620001
IRN,2018,76.195,85617562.0,16.5
IRQ,1998,65.486,23053488.0,18.200001
IRQ,1999,66.182,23820734.0,24.75
IRQ,2000,66.817,24628858.0,24.690001
IRQ,2001,67.034,25425663.0,19.92
IRQ,2002,67.084,26255343.0,20.059999
IRQ,2003,65.643,27068823.0,18.030001
IRQ,2004,65.031,27858948.0,17.84
IRQ,2005,64.844,28698684.0,21.309999
IRQ,2006,63.587,28905607.0,20.65
IRQ,2007,63.553,28660887.0,21.1
IRQ,2008,64.942,29218381.0,25.02
IRQ,2009,66.446,30289040.0,27.67
IRQ,2010,67.062,31264875.0,24.98
IRQ,2011,67.659,32378061.0,26.860001
IRQ,2012,68.023,33864447.0,28.65
IRQ,2013,68.253,35481800.0,25.950001
IRQ,2014,68.914,36746488.0,24.469999
IRQ,2015,69.44,37757813.0,24.799999
IRQ,2016,68.988,38697943.0,22.780001
IRQ,2017,70.413,39621162.0,25.110001
IRQ,2018,71.514,40590700.0,26.309999
ISL,1998,79.6024390243903,274047.0,2.3199999
ISL,1999,79.3512195121951,277381.0,2.4100001
ISL,2000,79.6536585365854,281205.0,2.3199999
ISL,2001,80.690243902439,284968.0,2.45
ISL,2002,80.5024390243903,287523.0,2.6700001
ISL,2003,80.9634146341464,289521.0,2.6700001
ISL,2004,80.9975609756098,292074.0,2.6800001
ISL,2005,81.5024390243902,296734.0,2.3900001
ISL,2006,81.1585365853659,303782.0,2.4000001
ISL,2007,81.4536585365854,311566.0,2.28
ISL,2008,81.609756097561,317414.0,2.4100001
ISL,2009,81.7512195121951,318499.0,2.6300001
ISL,2010,81.8975609756097,318041.0,3.1500001
ISL,2011,82.3585365853659,319014.0,2.5599999
ISL,2012,82.9170731707317,320716.0,2.3800001
ISL,2013,82.0609756097561,323764.0,2.75
ISL,2014,82.8609756097561,327386.0,2.8800001
ISL,2015,82.4682926829268,330815.0,2.3499999
ISL,2016,82.2048780487805,335439.0,2.47
ISL,2017,82.6609756097561,343400.0,2.6500001
ISL,2018,82.8609756097561,352721.0,2.1300001
ISR,1998,78.1487804878049,5971000.0,10.45
ISR,1999,78.6585365853659,6125000.0,10.73
ISR,2000,78.9536585365854,6289000.0,13.41
ISR,2001,79.4073170731707,6439000.0,12.33
ISR,2002,79.4512195121951,6570000.0,10.98
ISR,2003,79.6487804878049,6689700.0,10.58
ISR,2004,80.1463414634146,6809000.0,10.14
ISR,2005,80.1512195121951,6930100.0,10.43
ISR,2006,80.5536585365854,7053700.0,11.18
ISR,2007,80.5048780487805,7180100.0,11.22
ISR,2008,80.9512195121951,7308800.0,10.74
ISR,2009,81.4048780487805,7485600.0,11.32
ISR,2010,81.6024390243903,7623600.0,10.98
ISR,2011,81.6560975609756,7765800.0,12.18
ISR,2012,81.7048780487805,7910500.0,13.24
ISR,2013,82.0560975609756,8059500.0,11.39
ISR,2014,82.1536585365854,8215700.0,10.39
ISR,2015,82.0512195121951,8380100.0,12.81
ISR,2016,82.4073170731707,8546000.0,10.6
ISR,2017,82.5512195121951,8713300.0,12.15
ISR,2018,82.8024390243903,8882800.0,11.84
ITA,1998,78.9756097560976,56906744.0,17.620001
ITA,1999,79.4243902439024,56916317.0,16.620001
ITA,2000,79.7780487804878,56942108.0,17.690001
ITA,2001,80.1268292682927,56974100.0,17.0
ITA,2002,80.2292682926829,57059007.0,18.25
ITA,2003,79.9829268292683,57313203.0,18.74
ITA,2004,80.7804878048781,57685327.0,15.97
ITA,2005,80.7829268292683,57969484.0,17.74
ITA,2006,81.2829268292683,58143979.0,18.690001
ITA,2007,81.4341463414634,58438310.0,17.540001
ITA,2008,81.4853658536585,58826731.0,15.28
ITA,2009,81.6365853658537,59095365.0,15.33
ITA,2010,82.0365853658537,59277417.0,15.15
ITA,2011,82.1878048780488,59379449.0,17.860001
ITA,2012,82.2390243902439,59539717.0,15.66
ITA,2013,82.690243902439,60233948.0,14.75
ITA,2014,83.090243902439,60789140.0,11.66
ITA,2015,82.5439024390244,60730582.0,15.44
ITA,2016,83.2439024390244,60627498.0,12.82
ITA,2017,82.9463414634147,60536709.0,14.73
ITA,2018,83.3463414634146,60421760.0,12.11
JAM,1998,70.99,2576567.0,8.6199999
JAM,1999,70.968,2596271.0,9.29
JAM,2000,70.944,2612205.0,9.1800003
JAM,2001,70.758,2625405.0,9.3199997
JAM,2002,70.888,2638244.0,10.15
JAM,2003,70.806,2651027.0,10.84
JAM,2004,70.86,2664024.0,10.68
JAM,2005,71.044,2676863.0,12.2
JAM,2006,71.199,2689660.0,12.08
JAM,2007,71.418,2701221.0,10.31
JAM,2008,71.612,2711373.0,11.21
JAM,2009,72.124,2722401.0,10.93
JAM,2010,72.622,2733896.0,12.73
JAM,2011,73.094,2746169.0,11.24
JAM,2012,73.433,2759817.0,11.17
