country,year,life_exp,population,pm
CAN,2000,79.1365853658537,30685730.0,7.8400002
CAN,2001,79.3390243902439,31020902.0,7.96
CAN,2002,79.490243902439,31360079.0,8.0600004
CAN,2003,79.7414634146342,31644028.0,8.3500004
CAN,2004,79.8926829268293,31940655.0,7.8600001
CAN,2005,80.1926829268293,32243753.0,8.5600004
CAN,2006,80.3439024390244,32571174.0,7.54
CAN,2007,80.5439024390244,32889025.0,7.3200002
CAN,2008,80.6951219512195,33247118.0,7.2399998
CAN,2009,80.9951219512195,33628895.0,6.7800002
CAN,2010,81.2463414634146,34004889.0,6.5900002
CAN,2011,81.4487804878049,34339328.0,6.8800001
CAN,2012,81.6487804878049,34714222.0,6.4400001
CAN,2013,81.7487804878049,35082954.0,6.73
CAN,2014,81.8,35437435.0,6.9000001
CAN,2015,81.9,35702908.0,6.8899999
CAN,2016,81.9,36109487.0,5.6900001
CAN,2017,81.9,36545236.0,6.3600001
CAN,2018,82.0487804878049,37065084.0,6.1900001
CHE,1998,79.3243902439025,7110001.0,13.13
CHE,1999,79.580487804878,7143991.0,13.43
CHE,2000,79.6804878048781,7184250.0,12.54
CHE,2001,80.1804878048781,7229854.0,13.34
CHE,2002,80.3853658536585,7284753.0,13.82
CHE,2003,80.5365853658537,7339001.0,15.04
CHE,2004,81.0878048780488,7389625.0,11.74
CHE,2005,81.2365853658537,7437115.0,12.83
CHE,2006,81.490243902439,7483934.0,12.49
CHE,2007,81.7414634146342,7551117.0,11.17
CHE,2008,81.9926829268293,7647675.0,11.49
CHE,2009,82.0439024390244,7743831.0,12.96
CHE,2010,82.2463414634147,7824909.0,13.62
CHE,2011,82.6951219512195,7912398.0,13.43
CHE,2012,82.6975609756098,7996861.0,11.12
CHE,2013,82.7975609756098,8089346.0,12.06
CHE,2014,83.1975609756098,8188649.0,9.2299995
CHE,2015,82.8975609756098,8282396.0,10.51
CHE,2016,83.6024390243903,8373338.0,9.5900002
CHE,2017,83.5512195121951,8451840.0,9.4499998
CHE,2018,83.7536585365854,8514329.0,9.3699999
CHL,1998,75.669,14996742.0,13.05
CHL,1999,76.018,15176410.0,14.74
CHL,2000,76.87,15351799.0,13.78
CHL,2001,76.773,15523978.0,14.02
CHL,2002,77.445,15693790.0,13.61
CHL,2003,77.387,15859112.0,13.61
CHL,2004,77.616,16017966.0,14.33
CHL,2005,78.016,16175311.0,13.77
CHL,2006,78.261,16334575.0,14.24
CHL,2007,77.826,16495538.0,15.11
CHL,2008,78.484,16661462.0,15.91
CHL,2009,78.741,16833447.0,14.42
CHL,2010,78.501,17004162.0,14.7
CHL,2011,79.11,17173573.0,16.01
CHL,2012,79.023,17341771.0,15.01
CHL,2013,79.339,17509925.0,15.32
CHL,2014,79.473,17687108.0,15.76
CHL,2015,79.746,17870124.0,16.559999
CHL,2016,80.079,18083879.0,18.01
CHL,2017,80.35,18368577.0,16.91
CHL,2018,80.133,18701450.0,15.32
CHN,1998,71.172,1241935000.0,33.150002
CHN,1999,71.419,1252735000.0,32.23
CHN,2000,71.881,1262645000.0,36.099998
CHN,2001,72.606,1271850000.0,37.369999
CHN,2002,72.985,1280400000.0,40.060001
CHN,2003,73.371,1288400000.0,45.939999
CHN,2004,73.748,1296075000.0,44.619999
CHN,2005,74.111,1303720000.0,47.700001
CHN,2006,74.504,1311020000.0,50.75
CHN,2007,74.762,1317885000.0,51.060001
CHN,2008,74.872,1324655000.0,50.5
CHN,2009,75.343,1331260000.0,48.27
CHN,2010,75.599,1337705000.0,47.02
CHN,2011,75.903,1345035000.0,52.790001
CHN,2012,76.192,1354190000.0,49.16
CHN,2013,76.452,1363240000.0,52.369999
CHN,2014,76.717,1371860000.0,49.889999
CHN,2015,76.977,1379860000.0,46.529999
CHN,2016,77.218,1387790000.0,43.029999
CHN,2017,77.248,1396215000.0,40.52
CHN,2018,77.744,1402760000.0,35.48
CIV,1998,51.108,15858990.0,10.9
CIV,1999,50.957,16345894.0,9.9099998
CIV,2000,50.842,16799670.0,11.56
CIV,2001,50.81,17245468.0,12.26
CIV,2002,50.886,17683897.0,11.74
CIV,2003,50.954,18116451.0,12.75
CIV,2004,51.363,18544903.0,12.88
CIV,2005,51.824,18970215.0,13.24
CIV,2006,52.355,19394057.0,12.51
CIV,2007,52.97,19817700.0,12.16
CIV,2008,53.653,20244449.0,12.65
CIV,2009,54.394,20677762.0,13.15
CIV,2010,55.023,21120042.0,12.56
CIV,2011,55.52,21562914.0,12.58
CIV,2012,56.158,22010712.0,10.63
CIV,2013,56.748,22469268.0,10.55
CIV,2014,57.208,22995555.0,10.66
CIV,2015,57.762,23596741.0,10.99
CIV,2016,58.06,24213622.0,10.87
CIV,2017,58.48,24848016.0,10.64
CIV,2018,58.849,25493988.0,10.79
CMR,1998,52.582,14314599.0,30.690001
CMR,1999,52.695,14698973.0,28.43
CMR,2000,52.932,15091594.0,29.959999
CMR,2001,53.142,15493253.0,31.49
CMR,2002,53.415,15914033.0,29.870001
CMR,2003,53.883,16354326.0,29.370001
CMR,2004,54.178,16809407.0,30.57
CMR,2005,54.362,17275171.0,30.32
CMR,2006,54.856,17751333.0,28.110001
CMR,2007,55.165,18251866.0,29.35
CMR,2008,55.655,18777081.0,32.189999
CMR,2009,56.102,19319274.0,30.41
CMR,2010,56.582,19878036.0,31.459999
CMR,2011,57.133,20448873.0,30.139999
CMR,2012,57.792,21032684.0,29.360001
CMR,2013,58.476,21632850.0,30.51
CMR,2014,58.935,22299585.0,28.57
CMR,2015,59.658,23012646.0,28.030001
CMR,2016,60.233,23711630.0,30.540001
CMR,2017,60.81,24393181.0,30.76
CMR,2018,61.18,25076747.0,30.440001
COD,1998,49.696,45895524.0,34.48
COD,1999,49.945,47227238.0,26.35
COD,2000,51.781,48616317.0,32.740002
COD,2001,52.116,50106657.0,35.860001
COD,2002,52.333,51662071.0,35.810001
COD,2003,52.827,53205639.0,33.549999
COD,2004,53.426,54815607.0,35.810001
COD,2005,53.927,56550247.0,35.66
COD,2006,54.534,58381630.0,30.469999
COD,2007,54.923,60289422.0,33.919998
COD,2008,55.339,62249724.0,35.34
COD,2009,55.836,64270232.0,34.580002
COD,2010,56.417,66391257.0,38.040001
COD,2011,57.069,68654269.0,35.959999
COD,2012,57.248,70997870.0,37.669998
COD,2013,57.762,73460021.0,39.400002
COD,2014,58.296,76035588.0,34.48
COD,2015,58.49,78656904.0,37.299999
COD,2016,59.066,81430977.0,35.080002
COD,2017,59.411,84283273.0,30.65
COD,2018,59.942,87087355.0,32.310001
COL,1998,70.738,37944414.0,10.64
COL,1999,70.926,38585033.0,9.0900002
COL,2000,71.32,39215135.0,11.96
COL,2001,71.502,39837875.0,15.61
COL,2002,71.939,40454050.0,14.4
COL,2003,72.361,41057687.0,16.290001
COL,2004,72.695,41648268.0,14.56
COL,2005,73.081,42220940.0,14.94
COL,2006,73.468,42772910.0,14.6
COL,2007,73.837,43306582.0,14.7
COL,2008,74.295,43815313.0,14.11
COL,2009,74.742,44313917.0,14.57
COL,2010,75.033,44816108.0,16.26
COL,2011,75.32,45308899.0,15.49
COL,2012,75.597,45782417.0,15.57
COL,2013,75.827,46237930.0,15.23
COL,2014,76.043,46677947.0,15.8
COL,2015,76.257,47119728.0,15.1
COL,2016,76.471,47625955.0,15.58
COL,2017,76.646,48351671.0,15.01
COL,2018,76.748,49276961.0,14.16
COM,1998,58.407,515959.0,5.2800002
COM,1999,58.781,526443.0,5.04
COM,2000,58.757,536758.0,5.1700001
COM,2001,59.163,547741.0,5.5799999
COM,2002,59.056,559047.0,4.4299998
COM,2003,59.258,570130.0,5.1900001
COM,2004,59.48,581154.0,4.4000001
COM,2005,59.604,592683.0,5.0500002
COM,2006,59.875,604658.0,6.0300002
COM,2007,60.102,616899.0,6.3699999
COM,2008,60.475,629470.0,5.0799999
COM,2009,60.831,642493.0,6.0700002
COM,2010,61.123,656024.0,5.73
COM,2011,61.503,670071.0,6.23
COM,2012,61.834,684553.0,5.5599999
COM,2013,62.224,699393.0,6.0799999
COM,2014,62.516,714612.0,4.48
COM,2015,62.896,730216.0,4.98
COM,2016,63.237,746232.0,5.5100002
COM,2017,63.625,761664.0,5.9200001
COM,2018,63.912,776313.0,5.5
CPV,1998,66.993,440214.0,2.71
CPV,1999,67.569,449627.0,2.74
CPV,2000,68.618,458251.0,2.4200001
CPV,2001,69.929,465958.0,2.21
CPV,2002,70.705,473231.0,1.99
CPV,2003,71.429,480089.0,2.3199999
CPV,2004,71.999,486583.0,2.04
CPV,2005,72.68,492827.0,2.3
CPV,2006,72.239,498884.0,2.27
CPV,2007,72.835,504733.0,2.1500001
CPV,2008,72.508,510336.0,2.1199999
CPV,2009,73.088,515638.0,1.9299999
CPV,2010,73.499,521212.0,2.24
CPV,2011,74.257,527521.0,1.83
CPV,2012,74.484,533864.0,1.84
CPV,2013,75.059,539940.0,1.92
CPV,2014,75.24,546076.0,1.65
CPV,2015,74.62,552166.0,2.05
CPV,2016,75.742,558394.0,1.87
CPV,2017,76.593,564954.0,2.01
CPV,2018,75.733,571202.0,2.04
CRI,1998,76.896,3821421.0,10.78
CRI,1999,77.138,3901430.0,8.25
CRI,2000,77.586,3979193.0,8.1899996
CRI,2001,77.545,4053222.0,9.4499998
CRI,2002,77.983,4122623.0,8.4799995
CRI,2003,78.072,4188610.0,10.58
CRI,2004,78.331,4252800.0,9.1999998
CRI,2005,78.505,4315887.0,11.15
CRI,2006,78.514,4378172.0,10.71
CRI,2007,78.462,4440019.0,11.24
CRI,2008,78.445,4501921.0,10.89
CRI,2009,78.672,4563127.0,10.54
CRI,2010,78.67,4622252.0,13.26
CRI,2011,79.348,4679926.0,12.43
CRI,2012,79.283,4736593.0,11.1
CRI,2013,79.403,4791535.0,11.34
CRI,2014,78.774,4844288.0,10.62
CRI,2015,79.086,4895242.0,10.11
CRI,2016,79.459,4945205.0,11.4
CRI,2017,79.377,4993842.0,11.88
CRI,2018,79.484,5040734.0,10.03
CUB,1998,75.564,11033758.0,7.5999999
CUB,1999,75.893,11070094.0,7.0
CUB,2000,76.183,11105791.0,7.0100002
CUB,2001,76.421,11139127.0,6.96
CUB,2002,76.612,11170051.0,7.1999998
CUB,2003,76.773,11199217.0,7.0100002
CUB,2004,76.912,11225294.0,6.5500002
CUB,2005,77.047,11246114.0,6.8699999
CUB,2006,77.179,11260630.0,6.3899999
CUB,2007,77.307,11269887.0,5.9299998
CUB,2008,77.429,11276609.0,5.0700002
CUB,2009,77.548,11283185.0,5.6399999
CUB,2010,77.661,11290417.0,6.27
CUB,2011,77.76,11298710.0,6.4200001
CUB,2012,77.833,11309290.0,5.4699998
CUB,2013,77.87,11321579.0,5.5700002
CUB,2014,77.853,11332026.0,5.73
CUB,2015,77.772,11339894.0,5.5700002
CUB,2016,77.643,11342012.0,5.4699998
CUB,2017,77.529,11336405.0,5.5900002
CUB,2018,77.496,11328244.0,5.4000001
CYP,1998,76.182,914660.0,12.06
CYP,1999,76.295,931600.0,12.03
CYP,2000,76.568,948237.0,14.51
CYP,2001,76.989,964830.0,13.57
CYP,2002,77.487,982194.0,11.79
CYP,2003,77.788,1000350.0,12.09
CYP,2004,77.944,1018684.0,11.49
CYP,2005,78.101,1037062.0,12.54
CYP,2006,78.371,1055438.0,12.75
CYP,2007,78.81,1073873.0,13.07
CYP,2008,78.981,1092390.0,12.87
CYP,2009,79.401,1110974.0,13.35
CYP,2010,79.665,1129686.0,11.5
CYP,2011,79.999,1145086.0,16.940001
CYP,2012,80.109,1156556.0,18.24
CYP,2013,80.402,1166968.0,12.23
CYP,2014,80.771,1176995.0,11.99
CYP,2015,80.966,1187280.0,12.36
CYP,2016,81.056,1197881.0,11.24
CYP,2017,81.328,1208523.0,11.76
CYP,2018,81.382,1218831.0,10.46
CZE,1998,74.5146341463415,10294373.0,20.360001
CZE,1999,74.6682926829268,10283860.0,19.42
CZE,2000,74.9682926829268,10255063.0,18.68
CZE,2001,75.1731707317073,10216605.0,20.200001
CZE,2002,75.2219512195122,10196916.0,21.75
CZE,2003,75.1707317073171,10193998.0,21.65
CZE,2004,75.7219512195122,10197101.0,19.280001
CZE,2005,75.9243902439025,10211216.0,21.42
CZE,2006,76.5243902439024,10238905.0,21.209999
CZE,2007,76.7243902439025,10298828.0,15.63
CZE,2008,76.9756097560976,10384603.0,15.48
CZE,2009,77.0780487804878,10443936.0,17.59
CZE,2010,77.4243902439025,10474410.0,20.32
CZE,2011,77.8731707317073,10496088.0,18.799999
CZE,2012,78.0756097560976,10510785.0,16.68
CZE,2013,78.1756097560976,10514272.0,17.65
CZE,2014,78.8243902439024,10525347.0,16.780001
CZE,2015,78.5780487804878,10546059.0,14.94
CZE,2016,79.0268292682927,10566332.0,15.16
CZE,2017,78.9780487804878,10594438.0,15.2
CZE,2018,79.0292682926829,10629928.0,15.53
DEU,1998,77.4756097560976,82047195.0,14.94
DEU,1999,77.7268292682927,82100243.0,14.15
DEU,2000,77.9268292682927,82211508.0,13.27
DEU,2001,78.3292682926829,82349925.0,13.32
DEU,2002,78.2292682926829,82488495.0,13.77
DEU,2003,78.3804878048781,82534176.0,14.86
DEU,2004,78.6804878048781,82516260.0,13.36
DEU,2005,78.9317073170732,82469422.0,13.52
DEU,2006,79.1317073170732,82376451.0,13.82
DEU,2007,79.5341463414634,82266372.0,11.94
DEU,2008,79.7365853658537,82110097.0,12.21
DEU,2009,79.8365853658537,81902307.0,13.47
DEU,2010,79.9878048780488,81776930.0,14.47
DEU,2011,80.4365853658537,80274983.0,13.79
DEU,2012,80.5390243902439,80425823.0,11.28
DEU,2013,80.490243902439,80645605.0,12.26
DEU,2014,81.090243902439,80982500.0,11.84
DEU,2015,80.6414634146341,81686611.0,10.67
DEU,2016,80.990243902439,82348669.0,10.59
DEU,2017,80.9926829268293,82657002.0,10.57
DEU,2018,80.8926829268293,82905782.0,10.83
DJI,1998,56.176,694920.0,13.52
DJI,1999,56.427,719371.0,15.65
DJI,2000,56.573,742033.0,16.190001
DJI,2001,56.903,765490.0,14.15
DJI,2002,57.215,789129.0,15.7
DJI,2003,57.595,806411.0,15.81
DJI,2004,57.759,818373.0,15.9
DJI,2005,58.316,830861.0,16.309999
DJI,2006,58.715,846947.0,17.26
DJI,2007,59.024,865196.0,18.02
DJI,2008,59.365,882886.0,16.389999
DJI,2009,59.673,901103.0,17.15
DJI,2010,60.259,919199.0,18.77
DJI,2011,60.433,936811.0,20.17
DJI,2012,60.848,954297.0,18.190001
DJI,2013,61.221,971753.0,17.469999
DJI,2014,61.641,989087.0,17.549999
DJI,2015,61.957,1006259.0,18.450001
DJI,2016,62.191,1023261.0,17.620001
DJI,2017,62.797,1040233.0,18.969999
DJI,2018,63.038,1057198.0,19.52
DNK,1998,76.1390243902439,5304219.0,11.51
DNK,1999,76.3414634146341,5321799.0,11.48
DNK,2000,76.5926829268293,5339616.0,11.44
DNK,2001,76.7926829268293,5358783.0,10.23
DNK,2002,76.8951219512195,5375931.0,10.78
DNK,2003,77.1439024390244,5390574.0,12.25
DNK,2004,77.4926829268293,5404523.0,8.8500004
DNK,2005,77.8439024390244,5419432.0,9.25
DNK,2006,78.0951219512195,5437272.0,10.0
DNK,2007,78.1951219512195,5461438.0,8.8500004
DNK,2008,78.4463414634146,5493621.0,8.5100002
DNK,2009,78.5975609756098,5523095.0,9.6999998
DNK,2010,79.1,5547683.0,10.11
DNK,2011,79.8,5570572.0,11.31
DNK,2012,80.0512195121951,5591572.0,8.1400003
DNK,2013,80.3,5614932.0,7.8400002
DNK,2014,80.7,5643475.0,9.54
DNK,2015,80.7024390243902,5683483.0,7.8000002
DNK,2016,80.8536585365854,5728010.0,7.3099999
DNK,2017,81.1024390243903,5764980.0,7.1100001
DNK,2018,80.9536585365854,5793636.0,8.6499996
DOM,1998,69.096,8282126.0,5.8499999
DOM,1999,69.279,8411374.0,5.8499999
DOM,2000,69.423,8540791.0,5.5999999
DOM,2001,69.642,8669040.0,7.0799999
DOM,2002,69.923,8795101.0,6.48
DOM,2003,70.265,8919852.0,7.1500001
DOM,2004,70.331,9043127.0,5.79
DOM,2005,70.875,9164768.0,7.79
DOM,2006,71.165,9284168.0,6.9200001
DOM,2007,71.371,9402206.0,6.6900001
DOM,2008,71.658,9522948.0,5.9699998
DOM,2009,71.871,9648061.0,6.1100001
DOM,2010,72.093,9775755.0,7.3899999
DOM,2011,72.221,9903737.0,6.48
DOM,2012,72.514,10030882.0,6.1500001
DOM,2013,72.713,10157051.0,6.23
DOM,2014,72.867,10282115.0,6.8400002
DOM,2015,72.953,10405832.0,6.5999999
DOM,2016,72.987,10527592.0,7.1700001
DOM,2017,73.063,10647244.0,7.4699998
DOM,2018,73.232,10765531.0,7.0700002
DZA,1998,69.451,29924668.0,6.1500001
DZA,1999,70.032,30346083.0,5.52
DZA,2000,70.478,30774621.0,5.9200001
DZA,2001,70.823,31200985.0,5.9699998
DZA,2002,71.23,31624696.0,5.9699998
DZA,2003,71.287,32055883.0,7.27
DZA,2004,71.762,32510186.0,5.3400002
DZA,2005,72.061,32956690.0,6.6999998
DZA,2006,72.334,33435080.0,6.7199998
DZA,2007,72.602,33983827.0,6.52
DZA,2008,72.941,34569592.0,5.4899998
DZA,2009,73.62,35196037.0,6.23
DZA,2010,73.808,35856344.0,5.2199998
DZA,2011,74.123,36543541.0,6.5500002
DZA,2012,74.202,37260563.0,6.5100002
DZA,2013,74.615,38000626.0,6.1300001
DZA,2014,75.11,38760168.0,5.0500002
DZA,2015,75.622,39543154.0,6.5700002
DZA,2016,75.732,40339329.0,5.29
DZA,2017,75.743,41136546.0,6.21
DZA,2018,76.066,41927007.0,5.6999998
ECU,1998,72.045,12199693.0,10.16
ECU,1999,72.463,12412046.0,9.7600002
ECU,2000,72.839,12626507.0,12.37
ECU,2001,73.24,12845521.0,14.58
ECU,2002,73.613,13070609.0,14.73
ECU,2003,73.975,13301184.0,15.24
ECU,2004,74.279,13534593.0,16.09
ECU,2005,74.514,13770012.0,17.200001
ECU,2006,74.689,14009061.0,16.030001
ECU,2007,74.844,14251835.0,16.219999
ECU,2008,74.983,14496797.0,16.51
ECU,2009,75.184,14742766.0,16.27
ECU,2010,75.43,14989585.0,18.030001
ECU,2011,75.743,15237728.0,16.280001
ECU,2012,76.062,15483883.0,16.440001
ECU,2013,76.369,15722989.0,16.34
ECU,2014,76.622,15957994.0,16.09
ECU,2015,76.789,16195902.0,16.200001
ECU,2016,76.763,16439585.0,16.559999
ECU,2017,76.972,16696944.0,15.88
ECU,2018,77.094,17015672.0,15.63
EGY,1998,67.471,68446011.0,17.32
EGY,1999,67.737,69907887.0,17.99
EGY,2000,68.007,71371371.0,20.209999
EGY,2001,68.308,72854261.0,17.43
EGY,2002,68.564,74393759.0,15.62
EGY,2003,68.402,75963322.0,15.49
EGY,2004,68.613,77522427.0,15.41
EGY,2005,68.779,79075310.0,15.93
EGY,2006,68.977,80629670.0,17.68
EGY,2007,69.128,82218755.0,17.059999
EGY,2008,69.319,83844783.0,16.610001
EGY,2009,69.48,85501064.0,16.690001
EGY,2010,69.664,87252413.0,15.1
EGY,2011,69.88,89200054.0,18.49
EGY,2012,70.085,91240376.0,19.940001
EGY,2013,70.052,93377890.0,16.200001
EGY,2014,70.415,95592324.0,16.440001
EGY,2015,70.483,97723799.0,17.9
EGY,2016,70.844,99784030.0,17.129999
EGY,2017,71.302,101789386.0,18.93
EGY,2018,71.367,103740765.0,17.120001
ERI,1998,49.158,2322753.0,10.99
ERI,1999,43.397,2356477.0,11.14
ERI,2000,56.111,2392880.0,11.82
ERI,2001,58.298,2461927.0,10.68
ERI,2002,58.811,2547424.0,11.91
ERI,2003,59.409,2653390.0,11.77
ERI,2004,59.899,2763140.0,10.64
ERI,2005,60.597,2831732.0,11.24
ERI,2006,61.611,2880093.0,12.03
ERI,2007,62.116,2926168.0,12.6
ERI,2008,62.573,3005779.0,12.66
ERI,2009,63.328,3083888.0,12.32
ERI,2010,63.787,3147727.0,12.13
ERI,2011,64.402,3207570.0,14.24
ERI,2012,64.838,3252596.0,12.74
ERI,2013,65.067,3296367.0,11.69
ERI,2014,65.6,3323425.0,12.33
ERI,2015,66.033,3340006.0,13.27
ERI,2016,66.289,3365287.0,12.57
ERI,2017,66.577,3396933.0,14.63
ERI,2018,67.067,3445374.0,13.62
ESP,1998,78.6658536585366,40223509.0,8.6599998
ESP,1999,78.7170731707317,40386875.0,8.5
ESP,2000,78.9658536585366,40567864.0,8.9899998
ESP,2001,79.3682926829268,40850412.0,9.1899996
ESP,2002,79.5682926829268,41431558.0,9.4799995
ESP,2003,79.619512195122,42187645.0,9.21
ESP,2004,79.8707317073171,42921895.0,9.0
ESP,2005,80.1707317073171,43653155.0,9.5299997
ESP,2006,80.8219512195122,44397319.0,9.3199997
ESP,2007,80.8731707317073,45226803.0,9.6400003
ESP,2008,81.1756097560976,45954106.0,7.71
ESP,2009,81.4756097560976,46362946.0,8.1099997
ESP,2010,81.6268292682927,46576897.0,7.3400002
ESP,2011,82.4756097560976,46742697.0,8.1499996
ESP,2012,82.4268292682927,46773055.0,7.6999998
ESP,2013,83.0780487804878,46620045.0,7.3600001
ESP,2014,83.2292682926829,46480882.0,6.4299998
ESP,2015,82.8317073170732,46444832.0,7.3299999
ESP,2016,83.3292682926829,46484062.0,6.6300001
ESP,2017,83.2829268292683,46593236.0,6.6500001
ESP,2018,83.4317073170732,46797754.0,6.9200001
EST,1998,69.3585365853659,1386156.0,8.9399996
EST,1999,70.0634146341463,1390244.0,9.2799997
EST,2000,70.4170731707317,1396985.0,7.48
EST,2001,70.2585365853659,1388115.0,8.0
EST,2002,70.9048780487805,1379350.0,8.6000004
EST,2003,71.3170731707317,1370720.0,8.5200005
EST,2004,71.909756097561,1362550.0,7.8299999
EST,2005,72.5682926829268,1354775.0,8.0299997
EST,2006,72.6914634146341,1346810.0,9.3400002
EST,2007,72.8146341463415,1340680.0,8.71
EST,2008,73.7707317073171,1337090.0,7.98
EST,2009,74.8243902439024,1334515.0,8.2200003
EST,2010,75.4292682926829,1331475.0,9.0299997
EST,2011,76.2292682926829,1327439.0,7.1700001
EST,2012,76.3268292682927,1322696.0,7.5300002
EST,2013,77.1414634146341,1317997.0,7.3000002
EST,2014,77.0341463414634,1314545.0,8.0600004
EST,2015,77.590243902439,1315407.0,6.3000002
EST,2016,77.6414634146342,1315790.0,5.8800001
EST,2017,78.0926829268293,1317384.0,5.3299999
EST,2018,78.2439024390244,1321977.0,6.9899998
ETH,1998,49.927,63136493.0,6.9899998
ETH,1999,49.425,65077579.0,6.8099999
ETH,2000,50.538,67031867.0,11.69
ETH,2001,51.043,69018932.0,13.84
ETH,2002,51.517,71073215.0,13.84
ETH,2003,52.533,73168838.0,13.55
ETH,2004,53.235,75301026.0,13.43
ETH,2005,54.008,77469940.0,14.13
ETH,2006,55.149,79691050.0,14.94
ETH,2007,56.426,81996185.0,16.459999
ETH,2008,57.592,84357105.0,15.13
ETH,2009,58.804,86755585.0,15.29
ETH,2010,59.73,89237791.0,16.41
ETH,2011,60.721,91817929.0,17.4
ETH,2012,61.543,94451280.0,15.51
ETH,2013,62.373,97084366.0,16.27
ETH,2014,62.905,99746766.0,15.98
ETH,2015,63.649,102471895.0,17.309999
ETH,2016,64.392,105293228.0,16.34
ETH,2017,64.838,108197950.0,16.379999
ETH,2018,65.412,111129438.0,15.95
FIN,1998,77.0907317073171,5153498.0,6.77
FIN,1999,77.2912195121951,5165474.0,7.0599999
FIN,2000,77.4658536585366,5176209.0,6.0300002
FIN,2001,77.9658536585366,5188008.0,6.21
FIN,2002,78.119512195122,5200598.0,6.21
FIN,2003,78.3682926829268,5213014.0,6.5799999
FIN,2004,78.7146341463415,5228172.0,6.3200002
FIN,2005,78.8170731707317,5246096.0,6.25
FIN,2006,79.2146341463415,5266268.0,7.3699999
FIN,2007,79.2634146341464,5288720.0,6.5700002
FIN,2008,79.5682926829268,5313399.0,5.75
FIN,2009,79.719512195122,5338871.0,6.1599998
FIN,2010,79.8707317073171,5363352.0,6.9699998
FIN,2011,80.4707317073171,5388272.0,5.8000002
FIN,2012,80.6268292682927,5413971.0,5.9200001
FIN,2013,80.9756097560976,5438972.0,5.3200002
FIN,2014,81.1804878048781,5461512.0,6.2199998
FIN,2015,81.4804878048781,5479531.0,4.77
FIN,2016,81.4292682926829,5495303.0,4.6799998
FIN,2017,81.6317073170732,5508214.0,4.0500002
FIN,2018,81.7341463414634,5515525.0,4.9299998
FJI,1998,66.68,813947.0,1.2
FJI,1999,66.763,823422.0,1.87
FJI,2000,66.31,832509.0,1.85
FJI,2001,66.34,841320.0,1.7
FJI,2002,65.748,849891.0,1.7
FJI,2003,66.177,858306.0,1.63
FJI,2004,66.424,866694.0,1.72
FJI,2005,66.632,874923.0,1.76
FJI,2006,66.855,883083.0,1.65
FJI,2007,66.826,890648.0,1.89
FJI,2008,66.935,896731.0,2.6800001
FJI,2009,67.089,901383.0,1.86
FJI,2010,67.328,905169.0,1.88
FJI,2011,67.523,908355.0,2.04
FJI,2012,67.552,911059.0,1.76
FJI,2013,67.428,913453.0,1.83
FJI,2014,67.376,915560.0,1.7
FJI,2015,66.844,917200.0,1.89
FJI,2016,67.24,918371.0,1.76
FJI,2017,67.79,919019.0,2.24
FJI,2018,67.81,918996.0,2.04
FRA,1998,78.6048780487805,60192790.0,13.14
FRA,1999,78.7560975609756,60504420.0,12.58
FRA,2000,79.0560975609756,60921384.0,11.14
FRA,2001,79.1585365853659,61367388.0,12.77
FRA,2002,79.2609756097561,61816234.0,11.98
FRA,2003,79.1146341463415,62256970.0,12.67
FRA,2004,80.1634146341463,62716306.0,10.75
FRA,2005,80.1634146341463,63188395.0,11.29
FRA,2006,80.8121951219512,63628261.0,11.05
FRA,2007,81.1121951219512,64021737.0,11.11
FRA,2008,81.2146341463415,64379696.0,11.42
FRA,2009,81.4146341463415,64710879.0,12.81
FRA,2010,81.6634146341463,65030575.0,13.91
FRA,2011,82.1146341463415,65345233.0,13.22
FRA,2012,81.9682926829268,65662240.0,11.53
FRA,2013,82.219512195122,66002289.0,12.43
FRA,2014,82.719512195122,66312067.0,9.0600004
FRA,2015,82.3219512195122,66548272.0,9.8299999
FRA,2016,82.5731707317073,66724104.0,9.3299999
FRA,2017,82.5756097560976,66918020.0,8.8299999
FRA,2018,82.6756097560976,67158348.0,8.8000002
FRO,1998,78.0268292682927,44865.0,1.91
FRO,1999,78.2317073170732,45203.0,2.1600001
FRO,2000,78.4365853658537,45660.0,2.0699999
FRO,2001,78.6414634146341,46245.0,2.0999999
FRO,2002,78.8439024390244,46813.0,2.21
FRO,2003,78.9439024390244,47392.0,2.8299999
FRO,2004,79.0926829268293,47989.0,2.0
FRO,2005,79.290243902439,48291.0,1.76
FRO,2006,79.6390243902439,48313.0,2.3699999
FRO,2007,79.9878048780488,48361.0,1.89
FRO,2008,80.1365853658537,48411.0,2.1900001
FRO,2009,80.3853658536585,48429.0,2.21
FRO,2010,80.6878048780488,48410.0,2.03
FRO,2011,80.9390243902439,48386.0,2.02
FRO,2012,81.190243902439,48392.0,1.6
FRO,2013,81.4414634146341,48418.0,2.24
FRO,2014,81.5926829268293,48465.0,2.6900001
FRO,2015,81.7926829268293,48816.0,1.88
FRO,2016,82.0926829268293,49500.0,1.4
FRO,2017,82.2926829268293,50230.0,1.88
FRO,2018,82.5439024390244,50955.0,1.95
FSM,1998,69.465,111406.0,0.54000002
FSM,1999,69.706,111539.0,0.64999998
FSM,2000,69.769,111709.0,0.67000002
FSM,2001,70.479,111948.0,0.69999999
FSM,2002,69.46,111992.0,1.0
FSM,2003,70.76,111805.0,0.87
FSM,2004,70.838,111438.0,0.97000003
FSM,2005,70.884,110940.0,0.81999999
FSM,2006,71.093,110301.0,0.97000003
